PMID,Sentence,ID_1,E1,Type_E1,Full_E1,MeSH_E1,Synonyms_1,Relation,ID_2,E2,Type_E2,Full_E2,MeSH_E2,Synonyms_2
35447389,"However, disappearances of chloroquine-resistant parasites have been reported in areas with restricted use of chloroquine.",,chloroquine-resistant parasites,DISEASE,chloroquine-resistant parasites,,,reported in areas with restricted use of,,chloroquine,CHEMICAL,chloroquine,,
35288510,"In concurrent work we report that repeated administration of the high-efficacy cannabinoid 1 (CB1) receptor agonist AM2389 to mice for 5 days led to heightened locomotor activity and paw tremor following treatment discontinuation, potentially indicative of spontaneous cannabinoid withdrawal.",,high-efficacy cannabinoid receptor agonist AM2389,CHEMICAL,high-efficacy cannabinoid receptor agonist AM2389,,,lead to,,paw tremor,DISEASE,paw tremor,,
10892303,"Regarding Japan, since Hanshin Awaji Great Earthquake and Sarin gas terrorism by Aum Shinrikyo, interest for psychological trauma has grown high.",,psychological trauma,DISEASE,psychological trauma,,,grow regarding,,Sarin gas,CHEMICAL,Sarin gas,,
31083217,SS is usually caused by the increased serotonin activity in the central nervous system which may due to a serotonergic agent overdose or the concomitant use of 2 or more serotonergic antidepressants.,,SS,CHEMICAL,SS,,,caused by,,serotonin activity,CHEMICAL,serotonin activity,,
10591594,Ethanol abuse and liver cirrhosis cause a reduction of glutathione blood levels; liver cirrhosis induces an alteration of the plasma amino acid pattern.,,liver cirrhosis,DISEASE,liver cirrhosis,,,induce alteration of,,plasma amino acid pattern,CHEMICAL,plasma amino acid pattern,,
10591594,Ethanol abuse and liver cirrhosis cause a reduction of glutathione blood levels; liver cirrhosis induces an alteration of the plasma amino acid pattern.,,Ethanol abuse,MENTAL_HEALTH,Ethanol abuse,,,cause reduction of,,glutathione blood levels,CHEMICAL,glutathione blood levels,,
10591594,Ethanol abuse and liver cirrhosis cause a reduction of glutathione blood levels; liver cirrhosis induces an alteration of the plasma amino acid pattern.,,liver cirrhosis,DISEASE,liver cirrhosis,,,cause reduction of,,glutathione blood levels,CHEMICAL,glutathione blood levels,,
23023255,"Five weeks following surgery, treatment with aripiprazole, a partial dopamine agonist, was started to address the delirious state.",,partial dopamine agonist,CHEMICAL,partial dopamine agonist,,,address,,delirious state,DISEASE,delirious state,,
23023255,"Five weeks following surgery, treatment with aripiprazole, a partial dopamine agonist, was started to address the delirious state.",,aripiprazole,CHEMICAL,aripiprazole,,,address,,delirious state,DISEASE,delirious state,,
23023255,"Five months after initial resection, aripiprazole was discontinued without worsening of cognitive or emotional functions.",,aripiprazole,CHEMICAL,aripiprazole,,,discontinued without worsening of,,cognitive functions,DISEASE,cognitive functions,,
27541930,"To avoid the dose-limiting side effects mediated by D2 receptors, nausea and emesis, dopamine D4 receptor agonists were developed, and they induce erection in rodents, but these drugs were never introduced clinically.",,dopamine D4 receptor agonists,CHEMICAL,dopamine D4 receptor agonists,,,avoid,,nausea,DISEASE,nausea,,
15549138,Apomorphine is used in the erectile dysfunction therapy and its action has been ascribed to the stimulation of central dopamine receptor.,,Apomorphine,CHEMICAL,Apomorphine,,,used in,,erectile dysfunction therapy,MENTAL_HEALTH,erectile dysfunction therapy,,
15087502,"Apomorphine, a nonselective dopamine receptor agonist, facilitates penile erection and is effective in patients suffering from erectile dysfunction.",,Apomorphine,CHEMICAL,Apomorphine,,,facilitate,,penile erection,DISEASE,penile erection,,
15087502,"Apomorphine, a nonselective dopamine receptor agonist, facilitates penile erection and is effective in patients suffering from erectile dysfunction.",,dopamine receptor,CHEMICAL,dopamine receptor,,,facilitate,,penile erection,DISEASE,penile erection,,
15087502,ABT-724 dose-dependently facilitates penile erection when given s.c.,,ABT-724,CHEMICAL,ABT-724,,,facilitate,,penile erection,DISEASE,penile erection,,
32811187,"Dissociation of TTR can be limited to 10% of its normal rate at concentrations of 5.7 µM AG10, 10.3 µM tolcapone, 12.0 µM tafamidis, and 188 µM diflunisal.",,Dissociation,MENTAL_HEALTH,Dissociation,,,limited to % of its normal rate at concentrations of,,tolcapone,CHEMICAL,tolcapone,,
12737231,"1. Different concentrations of non-phytate phosphorus (NPP, 2.5, 3.0, 3.5, 4.0 and 4.5 g/kg diet) were given to broilers (8 to 42 d of age) to establish regressions between dietary NPP concentration and body weight gain and tibia ash content.",,non-phytate phosphorus NPP g/kg diet,CHEMICAL,non-phytate phosphorus NPP g/kg diet,,,establish regressions between,,tibia ash,CHEMICAL,tibia ash,,
12737231,"1. Different concentrations of non-phytate phosphorus (NPP, 2.5, 3.0, 3.5, 4.0 and 4.5 g/kg diet) were given to broilers (8 to 42 d of age) to establish regressions between dietary NPP concentration and body weight gain and tibia ash content.",,non-phytate phosphorus NPP g/kg diet,CHEMICAL,non-phytate phosphorus NPP g/kg diet,,,establish regressions between,,body weight gain,DISEASE,body weight gain,,
12666507,"In alcohol-dependent in-patients, an adequate drug prophylaxis should be made in order to lower the degree of a developing alcohol withdrawal syndrome (AWS) or to prevent a life-threatening delirium tremens.",,adequate drug prophylaxis,BIOCHEMICAL,adequate drug prophylaxis,,,made in,,alcohol-dependent in-patients,DISEASE,alcohol-dependent in-patients,,
26512968,"Metabolites such as hydroxycinnamic phenolic acids, flavonoids, terpenes, and a novel chalcone were found to be perturbed in P. vulgaris seedlings treated with the aforementioned conditions.",,hydroxycinnamic phenolic acids,CHEMICAL,hydroxycinnamic phenolic acids,,,perturbed in,,P. vulgaris seedlings,CHEMICAL,P. vulgaris seedlings,,
35041960,"Thus, the fixed K was considered to repress radiocesium transfer to soybean through both radiocesium fixation and K supply.",,fixed K,CHEMICAL,fixed K,,,repress radiocesium transfer to soybean through,,K supply,CHEMICAL,K supply,,
35041960,"Thus, the fixed K was considered to repress radiocesium transfer to soybean through both radiocesium fixation and K supply.",,fixed K,CHEMICAL,fixed K,,,repress radiocesium transfer to soybean through,,radiocesium fixation,MENTAL_HEALTH,radiocesium fixation,,
35041960,"Thus, the fixed K was considered to repress radiocesium transfer to soybean through both radiocesium fixation and K supply.",,fixed K,CHEMICAL,fixed K,,,repress radiocesium transfer to,,soybean,NUTRITION,soybean,,
34954578,"Compared with partial least squares regression (PLSR), support vector machine regression (SVR) analysis exhibited a more satisfying performance on predicting the content of esters, total acids, reducing sugar, salinity and amino acid nitrogen, of which correlation coefficients for prediction (Rp) were about 0.803, 0.949, 0.960, 0.896, 0.923 respectively.",,regression analysis,MENTAL_HEALTH,regression analysis,,,predict content of,,esters,CHEMICAL,esters,,
34920725,"Given the broad expression of LPA receptors on both Schwann cells and cells of the innate and adaptive immune system, we hypothesized that inhibition of LPA signaling may ameliorate the course of disease in experimental autoimmune neuritis (EAN).",,LPA signaling,CHEMICAL,LPA signaling,,,ameliorate course of disease in,,EAN,DISEASE,experimental autoimmune neuritis,,
29232991,The drug/drug contaminant (fatty acid or cosmetics) MSI approach could be used by law enforcement personnel to confirm drug abusers of having come into contact with the suspected drug by use of fingerprint scans at time of apprehension which can aid in reducing the work of lab officials.,,drug/drug contaminant fatty acid MSI approach,NUTRITION,drug/drug contaminant fatty acid MSI approach,,,confirm drug abusers by use of fingerprint scans at,,apprehension,MENTAL_HEALTH,apprehension,,
29232991,The drug/drug contaminant (fatty acid or cosmetics) MSI approach could be used by law enforcement personnel to confirm drug abusers of having come into contact with the suspected drug by use of fingerprint scans at time of apprehension which can aid in reducing the work of lab officials.,,drug/drug contaminant fatty acid MSI approach,NUTRITION,drug/drug contaminant fatty acid MSI approach,,,confirm,,drug abusers,BIOCHEMICAL,drug abusers,,
34072255,"The involvement of brain mitochondrial dysfunction along with increased reactive oxygen species (ROS) levels, accumulating mtDNA mutations, and attenuated autophagy is implicated in psychiatric and neurodegenerative diseases.",,brain mitochondrial dysfunction,DISEASE,brain mitochondrial dysfunction,,,implicated in,,psychiatric,DISEASE,psychiatric,,
34072255,"The involvement of brain mitochondrial dysfunction along with increased reactive oxygen species (ROS) levels, accumulating mtDNA mutations, and attenuated autophagy is implicated in psychiatric and neurodegenerative diseases.",,brain mitochondrial dysfunction,DISEASE,brain mitochondrial dysfunction,,,implicated in,,diseases,DISEASE,diseases,,
34072255,"The involvement of brain mitochondrial dysfunction along with increased reactive oxygen species (ROS) levels, accumulating mtDNA mutations, and attenuated autophagy is implicated in psychiatric and neurodegenerative diseases.",,oxygen species,CHEMICAL,oxygen species,,,implicated in,,psychiatric,DISEASE,psychiatric,,
34072255,"The involvement of brain mitochondrial dysfunction along with increased reactive oxygen species (ROS) levels, accumulating mtDNA mutations, and attenuated autophagy is implicated in psychiatric and neurodegenerative diseases.",,oxygen species,CHEMICAL,oxygen species,,,implicated in,,diseases,DISEASE,diseases,,
34072255,"In this study, we aimed to find out whether autophagy enhancers (lithium, trehalose, rapamycin, and resveratrol) and/or ROS scavengers [resveratrol, N-acetylcysteine (NAC), and Mn-Tbap) can ameliorate neuronal mild mitochondrial dysfunction.",,lithium resveratrol,NUTRITION,lithium resveratrol,,,ameliorate,,neuronal mild mitochondrial dysfunction,DISEASE,neuronal mild mitochondrial dysfunction,,
9019317,Obstructive sleep apnea syndrome (OSAS) is characterized by multiple episodes of upper airway (UA) obstruction during sleep.,,Obstructive apnea syndrome,MENTAL_HEALTH,Obstructive apnea syndrome,,,characterized by multiple episodes of,,upper airway UA obstruction,CHEMICAL,upper airway UA obstruction,,
9019317,Obstructive sleep apnea syndrome (OSAS) is characterized by multiple episodes of upper airway (UA) obstruction during sleep.,,Obstructive apnea syndrome,MENTAL_HEALTH,Obstructive apnea syndrome,,,characterized by multiple episodes of,,sleep,DISEASE,sleep,,
32544712,"Interestingly, among the 7 closest genes to CADM1, the nicotinamide N-methyltransferase (NNMT) gene is known to be associated with obesity.",,nicotinamide N-methyltransferase NNMT gene,BIOCHEMICAL,nicotinamide N-methyltransferase NNMT gene,,,associated with,,obesity,DISEASE,obesity,,
24098456,"In the highest dose group (160 µg/Kg), TCDD treatment caused a significant reduction of parasite burdens by 10-fold after three weeks while also causing a significant lymphoid atrophy indicating suppression of the non-protective T helper 2 response.",,TCDD treatment,CHEMICAL,TCDD treatment,,,cause,,significant lymphoid atrophy,DISEASE,significant lymphoid atrophy,,
24098456,These results indicate that TCDD exposure can reduce the severity of leishmanial disease in mice independent of adaptive immunity.,,TCDD exposure,CHEMICAL,TCDD exposure,,,reduce severity of,,leishmanial disease,DISEASE,leishmanial disease,,
28133506,We conclude that the activation of the Nrf2-Keap 1 antioxidative defense mechanism may play a crucial role in protecting thyroid function from short-term iodide excess in rats.,,Nrf2-Keap antioxidative defense mechanism,MENTAL_HEALTH,Nrf2-Keap antioxidative defense mechanism,,,protect thyroid function from,,short-term iodide excess,CHEMICAL,short-term iodide excess,,
34820755,"The high values were mainly concentrated in Shandong, Anhui, and Jilin and moved to the northeast China as time went on. (3) In terms of influencing factors, the positive impact of agricultural labor force on the grain production gradually decreased, showing a decreasing trend from southwest to northeast.",,agricultural labor force,DISEASE,agricultural labor force,,,have the positive impact on,,grain production,CHEMICAL,grain production,,
