PMID,Sentence
32827903,"The model, based on an empirical description of two-component, competitive isotherms at low sodium phosphate concentration coupled with the stoichiometric displacement model at higher sodium phosphate concentrations, is in good agreement with the experiments using the linear driving force (LDF) approximation to describe adsorption/desorption kinetics."
32186033,"To compare the efficacy of electroacupuncture (deep needling) and general orthopedics in treatment of lumbar disc herniation (LDH), and to evaluate its long-term efficacy."
22314898,Effect of interaction of melatonin and caffeine on caffeine induced oxidative stress and sleep disorders was studied.
22314898,"The results showed that interaction of melatonin and caffeine enhanced protein synthesis; stimulated gonadotrophin release,  and could be used as oral contraceptive for women, and may be beneficial in the treatment of impotence (androgen depression), leading to improved reproductive and sex life; stimulated tryptophan metabolism, which prevents vitamin B6 deficiency, anemia, negative nitrogen balance, tissue wasting and accumulation of xanthurenic acid, which promotes sleep; and could be beneficial in the treatment of hyper cholesterolemia, thereby preventing coronary heart disease, and post menopausal osteoporosis."
32975328,"Herein, we discuss the ability of the natural compound rosmarinic acid (RA) to induce FGF2/FGFR complex dissociation."
10933341,Ketoconazole is an oral antimycotic agent approved by the FDA for the treatment of fungal disease which also blocks the synthesis of adrenocorticosteroids and functions as a glucocorticoid receptor antagonist.
10933341,These data suggest the potential utility of ketoconazole or related drugs as adjuncts in the treatment of cocaine abuse and further underscore the role for corticosterone in cocaine reinforcement.
11852294,"The binding of imipramine to plasma proteins was studied in 20 adult patients with endogenous depression, with the purpose of assessing the effect produced by its simultaneous administration with an analgesic."
11852294,"The levels of free imipramine increased when ASA was administered, indicating a displacement on the binding to plasma proteins."
6091098,"The endorphin-excess and -deficiency hypotheses of schizophrenia are reviewed in the light of naloxone's small but statistically significant antipsychotic action, and the activation of endorphinergic systems in the course of neuroleptic therapy."
35006374,"Children with OSAS also showed increased transaminase, glucose, uric acid, and insulin levels (all p < 0.001) compared to healthy controls."
3310672,"The antipsychotic potency of the partial opiate agonist buprenorphine was evaluated in 10 neuroleptic-free schizophrenic patients suffering from frequent hallucinations, delusions, and severe formal thought disorders."
3310672,"Buprenorphine had a pronounced antipsychotic effect, which lasted about 4 hours, in patients with schizophreniform disorders (N = 4) and paranoid schizophrenia (N = 3)."
26518266,"In the present review, we summarize advances in our knowledge on the role of the histone H1 family of proteins in breast cancer cells, focusing on their response to progestins."
23756349,"We have used progesterone action in breast cancer cells to elucidate the intricacies of progesterone receptor (PR) signaling crosstalk with protein kinases, histone modifying enzymes and ATP-dependent chromatin remodeling complexes."
23756349,"In breast cancer cells treated with progestins we identified 25,000 PR binding sites (PRbs), the majority encompassing several copies of the hexanucleotide TGTYCY, highly abundant in the genome."
23177737,"In breast cancer cells treated with progestins, we identified 25,000 PR binding sites (PRbs)."
22815604,The role of lithium and newer mood stabilizers in bipolar disorders are taken as examples to highlight this point.
3074921,"Routine clinical chemical variables and parameters of the vitamin, iron and zinc status were measured in 20 female patients with anorexia nervosa (AN) and in 10 lean and 10 normal weight, healthy, female control subjects."
9530548,Clinical trials have shown that tiagabine is effective as add-on therapy in the management of patients with refractory partial epilepsy.
9530548,Tiagabine appeared to produce a sustained reduction in seizure frequency in studies of up to 12 months' duration.
9530548,Data from preliminary studies are currently insufficient to confirm the usefulness of tiagabine when used as monotherapy or in the treatment of children with epilepsy.
9530548,"Adverse events associated with tiagabine are primarily CNS-related and include dizziness, asthenia, nonspecific nervousness and tremor."
9530548,"Thus, tiagabine is a new antiepileptic agent with a novel mechanism of action, which has demonstrated efficacy in the adjunctive treatment of patients with refractory partial epilepsy."
9530548,Further investigation of the efficacy of tiagabine is expected to provide a clearer definition of its place in the treatment of epilepsy and its relative merits in relation to other antiepileptic drugs.
35174498,Levetiracetam (LEV) is an antiseizure medication prescribed to women during childbearing age.
15651493,The dopamine deficiency in the nigrostriataL tract leads to a lifting of the inhibition which is probably the cause of the bladder hyperreflexia.
15651493,"L-dopa, the main drug for Parkinson's disease, has, according to the publication, either no action, or contradictory effects with bladder hypoactivity or hyperactivity."
15651493,"Anticholinergics are effective on overactive bladder, the alphablockers on the urethral hypertonia at the price of a higher risk of arterial hypotension in this diathesis."
10091618,"We investigated the effect of an anticholinergic (biperiden) and a dopamine agonist (apomorphine) on tremor, rigidity, and akinesia in patients with idiopathic Parkinson's disease."
10091618,"Resting (RT), postural (PT), and action tremor (AT) were assessed using spectral analysis of accelerometer data, and Unified Parkinson's Disease Rating Scale (UPDRS) scores for rigidity and akinesia were determined before and after administration of the study drug."
10091618,"Both single-dose challenges significantly reduced the amplitude of RT, PT, and AT, but only apomorphine significantly reduced UPDRS scores for rigidity and akinesia."
10091618,In only one patient was tremor reduced by the dopamine agonist but not by the anticholinergic.
10091618,"Akinesia and rigidity, on the other hand, were not improved by biperiden."
7631093,"Three groups of patients with Parkinson's disease (PD) were studied: (1) PD patients treated medically with L-Dopa and anticholinergics, (2) PD patients treated with thalamo-subthalamotomies plus medical treatment, and (3) PD patients treated with autologous adrenal medullary transplantation to right caudate nucleus plus medical treatment."
22341895,"The spatial orientation of the hydroxyl moiety in 3b, 4b, 2a, and 2b is proposed to be the structural requirement for high μ-opioid receptor binding affinity and their agonist or antagonist activity."
